Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
ERR315427	HPA RNA-seq normal tissues	Illumina HiSeq 2000	26689	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315427/ERR315427.sra	ERR315427.sra	ERR315427_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315427/ERR315427_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315427/ERR315427_2.fastq.gz	ERR315427_2.fastq.gz	ERR315427_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315395	HPA RNA-seq normal tissues	Illumina HiSeq 2000	34245	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315395/ERR315395.sra	ERR315395.sra	ERR315395_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315395/ERR315395_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315395/ERR315395_1.fastq.gz	ERR315395_1.fastq.gz	ERR315395_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315395	HPA RNA-seq normal tissues	Illumina HiSeq 2000	34245	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315395/ERR315395.sra	ERR315395.sra	ERR315395_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315395/ERR315395_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315395/ERR315395_2.fastq.gz	ERR315395_2.fastq.gz	ERR315395_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315444	HPA RNA-seq normal tissues	Illumina HiSeq 2000	12904	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315444/ERR315444.sra	ERR315444.sra	ERR315444_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315444/ERR315444_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315444/ERR315444_1.fastq.gz	ERR315444_1.fastq.gz	ERR315444_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315444	HPA RNA-seq normal tissues	Illumina HiSeq 2000	12904	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315444/ERR315444.sra	ERR315444.sra	ERR315444_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315444/ERR315444_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315444/ERR315444_2.fastq.gz	ERR315444_2.fastq.gz	ERR315444_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315426	HPA RNA-seq normal tissues	Illumina HiSeq 2000	23393	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315426/ERR315426.sra	ERR315426.sra	ERR315426_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315426/ERR315426_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315426/ERR315426_1.fastq.gz	ERR315426_1.fastq.gz	ERR315426_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315426	HPA RNA-seq normal tissues	Illumina HiSeq 2000	23393	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315426/ERR315426.sra	ERR315426.sra	ERR315426_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315426/ERR315426_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315426/ERR315426_2.fastq.gz	ERR315426_2.fastq.gz	ERR315426_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315460	HPA RNA-seq normal tissues	Illumina HiSeq 2000	32831	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315460/ERR315460.sra	ERR315460.sra	ERR315460_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315460/ERR315460_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315460/ERR315460_1.fastq.gz	ERR315460_1.fastq.gz	ERR315460_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315460	HPA RNA-seq normal tissues	Illumina HiSeq 2000	32831	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315460/ERR315460.sra	ERR315460.sra	ERR315460_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315460/ERR315460_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315460/ERR315460_2.fastq.gz	ERR315460_2.fastq.gz	ERR315460_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315472	HPA RNA-seq normal tissues	Illumina HiSeq 2000	35211	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315472/ERR315472.sra	ERR315472.sra	ERR315472_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315472/ERR315472_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315472/ERR315472_1.fastq.gz	ERR315472_1.fastq.gz	ERR315472_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315472	HPA RNA-seq normal tissues	Illumina HiSeq 2000	35211	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315472/ERR315472.sra	ERR315472.sra	ERR315472_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315472/ERR315472_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315472/ERR315472_2.fastq.gz	ERR315472_2.fastq.gz	ERR315472_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315495	HPA RNA-seq normal tissues	Illumina HiSeq 2000	26431	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315495/ERR315495.sra	ERR315495.sra	ERR315495_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315495/ERR315495_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315495/ERR315495_1.fastq.gz	ERR315495_1.fastq.gz	ERR315495_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315495	HPA RNA-seq normal tissues	Illumina HiSeq 2000	26431	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315495/ERR315495.sra	ERR315495.sra	ERR315495_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315495/ERR315495_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315495/ERR315495_2.fastq.gz	ERR315495_2.fastq.gz	ERR315495_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315350	HPA RNA-seq normal tissues	Illumina HiSeq 2000	17941	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315350/ERR315350.sra	ERR315350.sra	ERR315350_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315350/ERR315350_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315350/ERR315350_1.fastq.gz	ERR315350_1.fastq.gz	ERR315350_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315350	HPA RNA-seq normal tissues	Illumina HiSeq 2000	17941	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315350/ERR315350.sra	ERR315350.sra	ERR315350_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315350/ERR315350_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315350/ERR315350_2.fastq.gz	ERR315350_2.fastq.gz	ERR315350_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315374	HPA RNA-seq normal tissues	Illumina HiSeq 2000	30788	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315374/ERR315374.sra	ERR315374.sra	ERR315374_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315374/ERR315374_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315374/ERR315374_1.fastq.gz	ERR315374_1.fastq.gz	ERR315374_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315374	HPA RNA-seq normal tissues	Illumina HiSeq 2000	30788	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315374/ERR315374.sra	ERR315374.sra	ERR315374_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315374/ERR315374_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315374/ERR315374_2.fastq.gz	ERR315374_2.fastq.gz	ERR315374_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315437	HPA RNA-seq normal tissues	Illumina HiSeq 2000	18422	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315437/ERR315437.sra	ERR315437.sra	ERR315437_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315437/ERR315437_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315437/ERR315437_1.fastq.gz	ERR315437_1.fastq.gz	ERR315437_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315437	HPA RNA-seq normal tissues	Illumina HiSeq 2000	18422	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315437/ERR315437.sra	ERR315437.sra	ERR315437_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315437/ERR315437_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315437/ERR315437_2.fastq.gz	ERR315437_2.fastq.gz	ERR315437_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315411	HPA RNA-seq normal tissues	Illumina HiSeq 2000	31973	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315411/ERR315411.sra	ERR315411.sra	ERR315411_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315411/ERR315411_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315411/ERR315411_1.fastq.gz	ERR315411_1.fastq.gz	ERR315411_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315411	HPA RNA-seq normal tissues	Illumina HiSeq 2000	31973	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315411/ERR315411.sra	ERR315411.sra	ERR315411_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315411/ERR315411_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315411/ERR315411_2.fastq.gz	ERR315411_2.fastq.gz	ERR315411_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315338	HPA RNA-seq normal tissues	Illumina HiSeq 2000	53830	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315338/ERR315338.sra	ERR315338.sra	ERR315338_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315338/ERR315338_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315338/ERR315338_1.fastq.gz	ERR315338_1.fastq.gz	ERR315338_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315338	HPA RNA-seq normal tissues	Illumina HiSeq 2000	53830	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315338/ERR315338.sra	ERR315338.sra	ERR315338_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315338/ERR315338_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315338/ERR315338_2.fastq.gz	ERR315338_2.fastq.gz	ERR315338_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315409	HPA RNA-seq normal tissues	Illumina HiSeq 2000	19785	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315409/ERR315409.sra	ERR315409.sra	ERR315409_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315409/ERR315409_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315409/ERR315409_1.fastq.gz	ERR315409_1.fastq.gz	ERR315409_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315409	HPA RNA-seq normal tissues	Illumina HiSeq 2000	19785	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315409/ERR315409.sra	ERR315409.sra	ERR315409_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315409/ERR315409_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315409/ERR315409_2.fastq.gz	ERR315409_2.fastq.gz	ERR315409_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315357	HPA RNA-seq normal tissues	Illumina HiSeq 2000	85826	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315357/ERR315357.sra	ERR315357.sra	ERR315357_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315357/ERR315357_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315357/ERR315357_1.fastq.gz	ERR315357_1.fastq.gz	ERR315357_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315357	HPA RNA-seq normal tissues	Illumina HiSeq 2000	85826	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315357/ERR315357.sra	ERR315357.sra	ERR315357_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315357/ERR315357_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315357/ERR315357_2.fastq.gz	ERR315357_2.fastq.gz	ERR315357_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315470	HPA RNA-seq normal tissues	Illumina HiSeq 2000	13323	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315470/ERR315470.sra	ERR315470.sra	ERR315470_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315470/ERR315470_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315470/ERR315470_1.fastq.gz	ERR315470_1.fastq.gz	ERR315470_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315470	HPA RNA-seq normal tissues	Illumina HiSeq 2000	13323	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315470/ERR315470.sra	ERR315470.sra	ERR315470_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315470/ERR315470_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315470/ERR315470_2.fastq.gz	ERR315470_2.fastq.gz	ERR315470_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315402	HPA RNA-seq normal tissues	Illumina HiSeq 2000	31845	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315402/ERR315402.sra	ERR315402.sra	ERR315402_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315402/ERR315402_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315402/ERR315402_1.fastq.gz	ERR315402_1.fastq.gz	ERR315402_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315402	HPA RNA-seq normal tissues	Illumina HiSeq 2000	31845	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315402/ERR315402.sra	ERR315402.sra	ERR315402_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315402/ERR315402_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315402/ERR315402_2.fastq.gz	ERR315402_2.fastq.gz	ERR315402_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315342	HPA RNA-seq normal tissues	Illumina HiSeq 2000	49233	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315342/ERR315342.sra	ERR315342.sra	ERR315342_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315342/ERR315342_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315342/ERR315342_1.fastq.gz	ERR315342_1.fastq.gz	ERR315342_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315342	HPA RNA-seq normal tissues	Illumina HiSeq 2000	49233	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315342/ERR315342.sra	ERR315342.sra	ERR315342_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315342/ERR315342_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315342/ERR315342_2.fastq.gz	ERR315342_2.fastq.gz	ERR315342_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315366	HPA RNA-seq normal tissues	Illumina HiSeq 2000	17680	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315366/ERR315366.sra	ERR315366.sra	ERR315366_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315366/ERR315366_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315366/ERR315366_1.fastq.gz	ERR315366_1.fastq.gz	ERR315366_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315366	HPA RNA-seq normal tissues	Illumina HiSeq 2000	17680	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315366/ERR315366.sra	ERR315366.sra	ERR315366_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315366/ERR315366_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315366/ERR315366_2.fastq.gz	ERR315366_2.fastq.gz	ERR315366_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315421	HPA RNA-seq normal tissues	Illumina HiSeq 2000	11226	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315421/ERR315421.sra	ERR315421.sra	ERR315421_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315421/ERR315421_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315421/ERR315421_1.fastq.gz	ERR315421_1.fastq.gz	ERR315421_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315421	HPA RNA-seq normal tissues	Illumina HiSeq 2000	11226	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315421/ERR315421.sra	ERR315421.sra	ERR315421_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315421/ERR315421_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315421/ERR315421_2.fastq.gz	ERR315421_2.fastq.gz	ERR315421_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315326	HPA RNA-seq normal tissues	Illumina HiSeq 2000	17740	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315326/ERR315326.sra	ERR315326.sra	ERR315326_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315326/ERR315326_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315326/ERR315326_1.fastq.gz	ERR315326_1.fastq.gz	ERR315326_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315326	HPA RNA-seq normal tissues	Illumina HiSeq 2000	17740	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315326/ERR315326.sra	ERR315326.sra	ERR315326_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315326/ERR315326_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315326/ERR315326_2.fastq.gz	ERR315326_2.fastq.gz	ERR315326_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315446	HPA RNA-seq normal tissues	Illumina HiSeq 2000	67884	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315446/ERR315446.sra	ERR315446.sra	ERR315446_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315446/ERR315446_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315446/ERR315446_1.fastq.gz	ERR315446_1.fastq.gz	ERR315446_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315446	HPA RNA-seq normal tissues	Illumina HiSeq 2000	67884	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315446/ERR315446.sra	ERR315446.sra	ERR315446_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315446/ERR315446_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315446/ERR315446_2.fastq.gz	ERR315446_2.fastq.gz	ERR315446_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315375	HPA RNA-seq normal tissues	Illumina HiSeq 2000	64009	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315375/ERR315375.sra	ERR315375.sra	ERR315375_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315375/ERR315375_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315375/ERR315375_1.fastq.gz	ERR315375_1.fastq.gz	ERR315375_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315375	HPA RNA-seq normal tissues	Illumina HiSeq 2000	64009	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315375/ERR315375.sra	ERR315375.sra	ERR315375_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315375/ERR315375_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315375/ERR315375_2.fastq.gz	ERR315375_2.fastq.gz	ERR315375_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315491	HPA RNA-seq normal tissues	Illumina HiSeq 2000	18136	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315491/ERR315491.sra	ERR315491.sra	ERR315491_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315491/ERR315491_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315491/ERR315491_1.fastq.gz	ERR315491_1.fastq.gz	ERR315491_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315491	HPA RNA-seq normal tissues	Illumina HiSeq 2000	18136	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315491/ERR315491.sra	ERR315491.sra	ERR315491_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315491/ERR315491_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315491/ERR315491_2.fastq.gz	ERR315491_2.fastq.gz	ERR315491_HPA_RNA-seq_normal_tissues_2.fastq.gz
